Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,sciName,Count,BLH,PBL,PAL,BBD,WBD,WPX,WPL,DSD,SCT,RTL,RBD,YBD,UNK
2011,5/18/2011,MK,P,23,Rawa Reef,231,Dichocoenia stokesii,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Montastraea cavernosa,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Orbicella annularis complex,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Porites astreoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Porites porites,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Pseudodiploria strigosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Siderastrea siderea,39,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Stephanocoenia intersepta,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,231,Undaria agaricites complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Colpophyllia natans,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Dichocoenia stokesii,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Diploria labyrinthiformis,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Montastraea cavernosa,7,0,0,0,0,0,0,0,2,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Mycetophyllia aliciae,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Orbicella annularis complex,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Porites astreoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Siderastrea siderea,30,0,0,1,0,0,0,0,1,0,0,0,0,0
2011,5/18/2011,MK,P,23,Rawa Reef,232,Stephanocoenia intersepta,12,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Colpophyllia natans,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Eusmilia fastigiata,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Montastraea cavernosa,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Porites astreoides,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Porites porites,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Pseudodiploria strigosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Siderastrea siderea,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Stephanocoenia intersepta,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,241,Undaria agaricites complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Acropora cervicornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Colpophyllia natans,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Dichocoenia stokesii,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Eusmilia fastigiata,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Montastraea cavernosa,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Porites astreoides,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Porites porites,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Pseudodiploria strigosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Siderastrea siderea,24,0,1,0,0,0,0,0,1,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Stephanocoenia intersepta,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/13/2011,MK,P,24,Thor,242,Undaria agaricites complex,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Colpophyllia natans,19,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Montastraea cavernosa,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Mycetophyllia ferox,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Mycetophyllia lamarckiana,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Orbicella annularis complex,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Porites astreoides,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Porites porites,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Pseudodiploria strigosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Siderastrea siderea,32,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Stephanocoenia intersepta,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,251,Undaria agaricites complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Colpophyllia natans,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Diploria labyrinthiformis,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Montastraea cavernosa,5,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Mycetophyllia ferox,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Orbicella annularis complex,13,0,0,0,1,0,0,0,1,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Porites astreoides,6,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Porites porites,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Siderastrea radians,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Siderastrea siderea,17,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,5/17/2011,LK,P,25,Wonderland,252,Stephanocoenia intersepta,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Colpophyllia natans,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Dichocoenia stokesii,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Montastraea cavernosa,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Mycetophyllia aliciae,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Mycetophyllia lamarckiana,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Orbicella annularis complex,6,0,0,0,0,0,0,1,0,0,0,0,0,1
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Porites astreoides,17,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Porites porites,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Pseudodiploria strigosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Siderastrea siderea,46,0,0,0,0,0,0,0,2,0,0,0,0,1
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Stephanocoenia intersepta,26,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,Undaria agaricites complex,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Colpophyllia natans,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Dichocoenia stokesii,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Eusmilia fastigiata,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Montastraea cavernosa,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Mycetophyllia aliciae,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Mycetophyllia danaana,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Mycetophyllia ferox,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Mycetophyllia lamarckiana,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Oculina diffusa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Orbicella annularis complex,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Porites astreoides,18,0,1,1,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Pseudodiploria clivosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Siderastrea radians,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Siderastrea siderea,46,0,0,2,0,0,0,0,0,0,0,0,0,0
2011,7/14/2011,LK,P,26,Red Dun Reef,262,Stephanocoenia intersepta,37,0,2,0,0,0,0,1,1,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Agaricia fragilis,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Dichocoenia stokesii,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Eusmilia fastigiata,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Helioseris cucullata,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Montastraea cavernosa,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Orbicella annularis complex,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Porites astreoides,14,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Porites porites,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Pseudodiploria strigosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Siderastrea siderea,34,0,0,2,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Stephanocoenia intersepta,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,301,Undaria agaricites complex,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Agaricia fragilis,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Dichocoenia stokesii,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Eusmilia fastigiata,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Madracis decactis,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Montastraea cavernosa,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Orbicella annularis complex,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Porites astreoides,15,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,6/15/2011,UK,P,30,Turtle,302,Porites porites,25,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Siderastrea siderea,32,0,0,1,0,0,0,1,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Solenastrea bournoni,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Stephanocoenia intersepta,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,302,Undaria agaricites complex,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Agaricia fragilis,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Colpophyllia natans,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Montastraea cavernosa,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Mycetophyllia aliciae,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Orbicella annularis complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Porites astreoides,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Porites porites,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Pseudodiploria strigosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Siderastrea siderea,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Stephanocoenia intersepta,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,303,Undaria agaricites complex,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Acropora cervicornis,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Agaricia fragilis,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Dichocoenia stokesii,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Eusmilia fastigiata,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Helioseris cucullata,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Montastraea cavernosa,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Orbicella annularis complex,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Porites astreoides,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Porites porites,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Pseudodiploria strigosa,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Siderastrea siderea,26,0,0,2,0,0,0,0,2,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Stephanocoenia intersepta,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/15/2011,UK,P,30,Turtle,304,Undaria agaricites complex,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Dichocoenia stokesii,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Montastraea cavernosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Porites astreoides,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Porites porites,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Siderastrea radians,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Siderastrea siderea,18,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Solenastrea bournoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,321,Undaria agaricites complex,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Dichocoenia stokesii,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Meandrina meandrites,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Orbicella annularis complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Porites astreoides,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Porites porites,7,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Pseudodiploria strigosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Siderastrea siderea,13,0,0,0,0,0,0,0,3,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Solenastrea bournoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,322,Undaria agaricites complex,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,323,Dichocoenia stokesii,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,323,Porites astreoides,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,323,Porites porites,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,323,Siderastrea siderea,10,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,323,Undaria agaricites complex,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,324,Acropora cervicornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,324,Dichocoenia stokesii,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,324,Porites astreoides,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,324,Porites porites,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,324,Siderastrea siderea,14,0,0,0,0,0,0,0,2,0,0,0,0,0
2011,6/8/2011,UK,P,32,Porter Patch,324,Undaria agaricites complex,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,331,Montastraea cavernosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,331,Porites astreoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,331,Siderastrea siderea,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,332,Siderastrea siderea,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,333,Meandrina meandrites,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,333,Montastraea cavernosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,333,Orbicella annularis complex,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/11/2011,UK,P,33,Admiral,333,Porites astreoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0
