Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,Acropora_cervicornis,Acropora_palmata,Acropora_prolifera,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis,Madracis_pharensis,Madracis_scenaria,Madracis_sp,Manicina_areolata,Meandrina_meandrites,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_danaana,Mycetophyllia_ferox,Mycetophyllia_lamarckiana,Mycetophyllia_sp,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Orbicella_faveolata,Orbicella_franksi,Phyllangia_americana,Porites_astreoides,Porites_branneri,Porites_porites,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_cubensis,Scolymia_lacera,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Solenastrea_hyades,Stephanocoenia_intersepta,Undaria_agaricites_complex
2011,5/17/2011,LK,P,25,Wonderland,251,0.0,0.0,0.0,0.0,0.0,0.0,164442.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64092.2,0.0,0.0,0.0,902.6,173.3,0.0,0.0,0.0,137284.8,,,0.0,994.2,0.0,73.6,0.0,7021.6,0.0,0.0,0.0,0.0,26428.4,0.0,0.0,6975.5,748.2
2011,5/17/2011,LK,P,25,Wonderland,252,0.0,0.0,0.0,0.0,0.0,0.0,60783.4,0.0,0.0,1112.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18779.5,0.0,0.0,0.0,808.5,0.0,0.0,0.0,0.0,373094.1,,,0.0,1266.5,0.0,1803.6,0.0,0.0,0.0,0.0,0.0,25.1,9961.8,0.0,0.0,275.9,0.0
2011,7/14/2011,LK,P,26,Red Dun Reef,261,0.0,0.0,0.0,0.0,0.0,0.0,26311.3,0.0,775.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22465.0,0.0,25.1,0.0,0.0,34.3,0.0,0.0,0.0,8611.5,,,0.0,3104.4,0.0,390.7,0.0,2265.4,0.0,0.0,0.0,0.0,9425.2,0.0,0.0,2692.3,1675.9
2011,7/14/2011,LK,P,26,Red Dun Reef,262,0.0,0.0,0.0,0.0,0.0,0.0,84279.1,0.0,165.0,0.0,182.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30060.5,0.0,1789.3,337.1,1210.7,125.1,0.0,331.5,0.0,6859.1,,,0.0,3450.8,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,45.0,18201.2,0.0,0.0,5034.2,0.0
2011,6/15/2011,UK,P,30,Turtle,301,0.0,0.0,0.0,309.2,0.0,0.0,0.0,0.0,110.0,0.0,416.9,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5676.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20657.6,,,0.0,1373.2,0.0,1109.5,0.0,128.7,0.0,0.0,0.0,0.0,9892.8,0.0,0.0,1589.2,2236.5
2011,6/15/2011,UK,P,30,Turtle,302,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,1862.5,0.0,69.5,0.0,0.0,0.0,0.0,0.0,1947.1,0.0,0.0,0.0,0.0,0.0,0.0,807.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.2,,,0.0,3646.9,0.0,11467.8,0.0,0.0,0.0,0.0,0.0,0.0,5481.3,1098.2,0.0,142.1,7375.0
2011,6/15/2011,UK,P,30,Turtle,303,0.0,0.0,0.0,57.3,0.0,0.0,117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.1,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,,,0.0,2340.2,0.0,1018.7,0.0,84.1,0.0,0.0,0.0,0.0,2824.0,0.0,0.0,1370.5,9047.4
2011,6/15/2011,UK,P,30,Turtle,304,446.1,0.0,0.0,195.5,0.0,0.0,0.0,0.0,125.7,0.0,112.8,0.0,304.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11956.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4971.8,,,0.0,2149.5,0.0,2294.1,0.0,2109.2,0.0,0.0,0.0,0.0,5882.8,0.0,0.0,914.2,4593.7
2011,6/8/2011,UK,P,32,Porter Patch,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,243.4,0.0,1371.7,0.0,0.0,0.0,0.0,0.0,13.9,7324.5,17.4,0.0,0.0,589.2
2011,6/8/2011,UK,P,32,Porter Patch,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15953.2,,,0.0,680.3,0.0,3791.5,0.0,369.1,0.0,0.0,0.0,0.0,5806.0,708.2,0.0,0.0,628.5
2011,6/8/2011,UK,P,32,Porter Patch,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,268.7,0.0,1417.7,0.0,0.0,0.0,0.0,0.0,0.0,1628.6,0.0,0.0,0.0,34.3
2011,6/8/2011,UK,P,32,Porter Patch,324,313.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,274.5,0.0,1807.8,0.0,0.0,0.0,0.0,0.0,0.0,4292.9,0.0,0.0,0.0,2703.6
2011,6/11/2011,UK,P,33,Admiral,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,142.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.3,0.0,0.0,0.0,0.0
2011,6/11/2011,UK,P,33,Admiral,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0
2011,6/11/2011,UK,P,33,Admiral,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.4,0.0,188.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3,,,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.5,0.0,0.0,0.0,0.0
2011,6/11/2011,UK,P,33,Admiral,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20689.3,0.0,0.0,0.0,0.0
2011,5/18/2011,MK,P,34,West Turtle Shoal,341,0.0,0.0,0.0,0.0,0.0,0.0,17614.8,0.0,397.0,492.5,406.7,0.0,0.0,0.0,0.0,0.0,408.3,0.0,0.0,0.0,0.0,0.0,0.0,738.6,0.0,0.0,0.0,0.0,1200.6,0.0,0.0,0.0,9258.3,,,0.0,743.7,0.0,968.6,0.0,0.0,0.0,0.0,0.0,0.0,21754.1,0.0,0.0,4282.4,566.3
2011,5/18/2011,MK,P,34,West Turtle Shoal,342,0.0,0.0,0.0,0.0,0.0,0.0,11224.9,0.0,1847.2,5319.2,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7850.8,0.0,0.0,100.3,0.0,0.0,0.0,52.9,0.0,1038.0,,,0.0,347.8,0.0,1884.5,0.0,0.0,0.0,0.0,0.0,0.0,18995.3,696.5,0.0,4337.6,118.6
2011,5/18/2011,MK,P,34,West Turtle Shoal,343,0.0,0.0,0.0,0.0,0.0,0.0,14176.6,0.0,23.9,1756.1,225.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.8,0.0,10276.4,505.2,137.1,0.0,0.0,217.8,0.0,0.0,0.0,3258.7,,,0.0,636.5,0.0,3168.6,0.0,2977.1,0.0,0.0,0.0,0.0,25244.8,0.0,0.0,6785.2,1941.4
2011,5/18/2011,MK,P,34,West Turtle Shoal,344,0.0,0.0,0.0,0.0,0.0,0.0,53441.1,0.0,0.0,1429.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54210.9,0.0,655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,451.2,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,12042.0,0.0,0.0,4641.4,0.0
2011,5/13/2011,MK,P,35,Dustan Rocks,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12129.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,639.7,0.0,0.0,225.4,0.0,0.0,0.0,0.0,0.0,43736.0,1046.8,0.0,1695.2,0.0
2011,5/13/2011,MK,P,35,Dustan Rocks,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.5,0.0,459.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18106.5,0.0,0.0,0.0,0.0,0.0,0.0,244.9,0.0,779.3,,,0.0,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20102.6,0.0,0.0,3089.6,0.0
2011,5/13/2011,MK,P,35,Dustan Rocks,353,0.0,0.0,0.0,0.0,0.0,0.0,2802.8,0.0,3989.5,792.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879.8,,,0.0,380.3,0.0,69.8,100.5,100.3,0.0,0.0,0.0,0.0,27081.1,145.1,0.0,7252.0,677.0
2011,5/13/2011,MK,P,35,Dustan Rocks,354,0.0,0.0,0.0,0.0,0.0,0.0,4425.4,0.0,926.6,336.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28085.5,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,2396.3,,,0.0,68.7,0.0,1173.6,0.0,136.2,0.0,0.0,0.0,79.9,22339.7,364.6,0.0,11998.9,145.0
2011,7/20/2011,LK,P,36,West Washer Women,361,0.0,0.0,0.0,0.0,0.0,0.0,70151.1,0.0,0.0,2255.9,0.0,0.0,0.0,0.0,0.0,0.0,1347.5,0.0,0.0,0.0,0.0,0.0,0.0,20446.6,390.8,2063.3,0.0,0.0,375.6,34.2,84.3,0.0,64612.9,,,0.0,1137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14634.4,1643.6,0.0,3005.6,3448.4
2011,7/21/2011,LK,P,36,West Washer Women,362,0.0,0.0,0.0,0.0,0.0,0.0,15357.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17481.8,509.4,0.0,0.0,256.1,0.0,0.0,0.0,0.0,31759.9,,,0.0,2348.9,0.0,119.1,0.0,3556.1,0.0,17.4,0.0,0.0,14498.1,0.0,0.0,3506.6,202.9
2011,7/21/2011,LK,P,36,West Washer Women,363,0.0,0.0,0.0,0.0,0.0,0.0,5031.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41034.1,0.0,0.0,0.0,948.1,872.4,0.0,0.0,0.0,0.0,,,0.0,2744.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14379.3,1849.7,0.0,1349.4,310.8
2011,7/21/2011,LK,P,36,West Washer Women,364,0.0,0.0,0.0,0.0,0.0,0.0,42020.3,0.0,136.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144499.4,0.0,0.0,178.1,0.0,252.7,0.0,0.0,0.0,9720.0,,,0.0,3659.1,0.0,40.3,0.0,0.0,0.0,0.0,0.0,45.0,21204.3,0.0,0.0,6791.7,973.9
2011,7/19/2011,LK,P,37,Western Head,371,0.0,0.0,0.0,0.0,0.0,44.6,4301.2,0.0,835.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.1,0.0,0.0,0.0,0.0,0.0,0.0,56348.1,0.0,0.0,0.0,0.0,0.0,0.0,3873.3,0.0,4628.8,,,0.0,222.5,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,18422.1,0.0,0.0,10541.5,380.1
2011,7/19/2011,LK,P,37,Western Head,372,0.0,0.0,0.0,0.0,0.0,84.4,32890.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.4,0.0,0.0,0.0,0.0,0.0,0.0,67444.3,0.0,1408.6,0.0,0.0,0.0,0.0,3622.2,0.0,30105.6,,,0.0,1055.3,0.0,0.0,0.0,14942.8,0.0,0.0,0.0,0.0,5875.8,3799.0,0.0,2179.8,0.0
2011,7/19/2011,LK,P,37,Western Head,373,0.0,0.0,0.0,0.0,3896.7,0.0,9453.1,0.0,1041.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5627.6,0.0,195115.9,0.0,1226.3,0.0,0.0,0.0,0.0,2238.7,0.0,4403.1,,,0.0,1093.0,0.0,0.0,0.0,1321.4,0.0,0.0,0.0,0.0,16759.3,0.0,0.0,6187.4,35.6
2011,7/19/2011,LK,P,37,Western Head,374,0.0,0.0,0.0,0.0,0.0,82.9,5392.3,0.0,4107.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84741.2,0.0,4451.7,0.0,0.0,0.0,0.0,3358.4,0.0,122.0,,,0.0,51.7,0.0,0.0,0.0,1569.5,0.0,17.4,0.0,0.0,5237.7,0.0,0.0,2646.7,0.0
2011,7/20/2011,LK,P,38,Cliff Green,381,1741.3,0.0,0.0,0.0,0.0,0.0,5146.1,0.0,1264.4,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.6,0.0,33849.1,0.0,0.0,0.0,0.0,0.0,0.0,423.1,0.0,34182.6,,,0.0,1244.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27395.5,677.5,0.0,6742.9,309.1
2011,7/20/2011,LK,P,38,Cliff Green,382,0.0,0.0,0.0,0.0,0.0,0.0,4146.5,0.0,608.9,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4370.3,0.0,61322.2,0.0,1883.1,0.0,0.0,45.0,0.0,1467.0,0.0,2634.3,,,0.0,650.7,0.0,0.0,0.0,4299.3,0.0,0.0,0.0,0.0,18661.4,0.0,0.0,2942.3,103.5
2011,7/20/2011,LK,P,38,Cliff Green,383,0.0,0.0,0.0,0.0,0.0,0.0,13523.4,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.2,0.0,64444.5,0.0,0.0,138.6,0.0,137.1,0.0,158.7,0.0,16878.7,,,0.0,922.1,0.0,0.0,0.0,1692.7,0.0,25.1,0.0,17.4,19689.1,1687.9,0.0,5618.7,55.7
2011,7/20/2011,LK,P,38,Cliff Green,384,0.0,0.0,0.0,0.0,0.0,0.0,29302.0,0.0,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044.8,0.0,0.0,0.0,0.0,0.0,0.0,25021.8,0.0,0.0,0.0,0.0,0.0,0.0,895.0,1409.4,5643.9,,,0.0,2154.7,0.0,0.0,0.0,277.9,0.0,0.0,0.0,0.0,20445.9,1189.0,0.0,4637.9,62.4
2011,7/19/2011,LK,BCP,39,Smith Shoal,391,0.0,0.0,0.0,0.0,0.0,212.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16405.1,0.0,0.0,0.0,0.0,0.0,0.0,668.3,0.0,0.0,,,0.0,10970.5,0.0,132.1,0.0,0.0,0.0,0.0,0.0,0.0,258.6,0.0,0.0,269.8,1515.5
2011,7/19/2011,LK,BCP,39,Smith Shoal,392,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10508.3,0.0,0.0,0.0,0.0,0.0,0.0,2458.9,0.0,0.0,,,390.9,1998.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.1,0.0,0.0,409.1,1623.2
2011,7/19/2011,LK,BCP,39,Smith Shoal,393,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.5,0.0,0.0,0.0,0.0,0.0,0.0,2780.4,0.0,0.0,,,0.0,10118.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4802.0
2011,7/19/2011,LK,BCP,39,Smith Shoal,394,0.0,0.0,0.0,69.8,0.0,584.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.5,0.0,0.0,0.0,0.0,0.0,0.0,1009.1,0.0,0.0,0.0,0.0,0.0,0.0,2044.2,0.0,0.0,,,0.0,6170.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.6,0.0,0.0,200.3,3957.6
2011,7/14/2011,LK,P,40,Jaap Reef,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,102.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,408.4,0.0,0.0,564.3,0.0
2011,7/14/2011,LK,P,40,Jaap Reef,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4302.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.4,0.0,0.0,973.9,0.0
2011,7/14/2011,LK,P,40,Jaap Reef,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5231.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,901.0,0.0,526.9,4717.1,0.0,0.0,0.0,0.0,0.0,100.3,0.0,0.0,844.1,0.0
2011,7/14/2011,LK,P,40,Jaap Reef,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,56.5,0.0,320.7,0.0,0.0,0.0,0.0,0.0,0.0,250.8,0.0,0.0,0.0,0.0
